CV-Fold,Regularisation (Alpha),Learning Rate,Steps,Random State,Accuracy,Mean Accuracy,Varied
0,1e-06,0.1,50,999,0.8881469115191987,0.9137451307735115,Regularisation
1,1e-06,0.1,50,999,0.9432387312186978,0.9137451307735115,Regularisation
2,1e-06,0.1,50,999,0.9098497495826378,0.9137451307735115,Regularisation
0,1.1090909090909092e-05,0.1,50,999,0.8831385642737897,0.9176405119643851,Regularisation
1,1.1090909090909092e-05,0.1,50,999,0.9482470784641068,0.9176405119643851,Regularisation
2,1.1090909090909092e-05,0.1,50,999,0.9215358931552587,0.9176405119643851,Regularisation
0,2.1181818181818184e-05,0.1,50,999,0.8814691151919867,0.9126321647189761,Regularisation
1,2.1181818181818184e-05,0.1,50,999,0.9465776293823038,0.9126321647189761,Regularisation
2,2.1181818181818184e-05,0.1,50,999,0.9098497495826378,0.9126321647189761,Regularisation
0,3.127272727272727e-05,0.1,50,999,0.8781302170283807,0.9065108514190318,Regularisation
1,3.127272727272727e-05,0.1,50,999,0.9365609348914858,0.9065108514190318,Regularisation
2,3.127272727272727e-05,0.1,50,999,0.9048414023372288,0.9065108514190318,Regularisation
0,4.1363636363636364e-05,0.1,50,999,0.8714524207011686,0.9053978853644963,Regularisation
1,4.1363636363636364e-05,0.1,50,999,0.9415692821368948,0.9053978853644963,Regularisation
2,4.1363636363636364e-05,0.1,50,999,0.9031719532554258,0.9053978853644963,Regularisation
0,5.1454545454545455e-05,0.1,50,999,0.8764607679465777,0.9048414023372287,Regularisation
1,5.1454545454545455e-05,0.1,50,999,0.9282136894824707,0.9048414023372287,Regularisation
2,5.1454545454545455e-05,0.1,50,999,0.9098497495826378,0.9048414023372287,Regularisation
0,6.154545454545455e-05,0.1,50,999,0.8864774624373957,0.9148580968280468,Regularisation
1,6.154545454545455e-05,0.1,50,999,0.9449081803005008,0.9148580968280468,Regularisation
2,6.154545454545455e-05,0.1,50,999,0.9131886477462438,0.9148580968280468,Regularisation
0,7.163636363636365e-05,0.1,50,999,0.8898163606010017,0.904284919309961,Regularisation
1,7.163636363636365e-05,0.1,50,999,0.9298831385642737,0.904284919309961,Regularisation
2,7.163636363636365e-05,0.1,50,999,0.8931552587646077,0.904284919309961,Regularisation
0,8.172727272727273e-05,0.1,50,999,0.8764607679465777,0.8981636060100167,Regularisation
1,8.172727272727273e-05,0.1,50,999,0.9265442404006677,0.8981636060100167,Regularisation
2,8.172727272727273e-05,0.1,50,999,0.8914858096828047,0.8981636060100167,Regularisation
0,9.181818181818182e-05,0.1,50,999,0.8797996661101837,0.8981636060100167,Regularisation
1,9.181818181818182e-05,0.1,50,999,0.9332220367278798,0.8981636060100167,Regularisation
2,9.181818181818182e-05,0.1,50,999,0.8814691151919867,0.8981636060100167,Regularisation
0,0.00010190909090909091,0.1,50,999,0.8764607679465777,0.8953811908736783,Regularisation
1,0.00010190909090909091,0.1,50,999,0.9181969949916527,0.8953811908736783,Regularisation
2,0.00010190909090909091,0.1,50,999,0.8914858096828047,0.8953811908736783,Regularisation
0,0.00011200000000000001,0.1,50,999,0.8747913188647746,0.8948247078464107,Regularisation
1,0.00011200000000000001,0.1,50,999,0.9315525876460768,0.8948247078464107,Regularisation
2,0.00011200000000000001,0.1,50,999,0.8781302170283807,0.8948247078464107,Regularisation
0,0.0001220909090909091,0.1,50,999,0.8814691151919867,0.89259877573734,Regularisation
1,0.0001220909090909091,0.1,50,999,0.9298831385642737,0.89259877573734,Regularisation
2,0.0001220909090909091,0.1,50,999,0.8664440734557596,0.89259877573734,Regularisation
0,0.00013218181818181818,0.1,50,999,0.8564273789649416,0.8870339454646633,Regularisation
1,0.00013218181818181818,0.1,50,999,0.9265442404006677,0.8870339454646633,Regularisation
2,0.00013218181818181818,0.1,50,999,0.8781302170283807,0.8870339454646633,Regularisation
0,0.0001422727272727273,0.1,50,999,0.8547579298831386,0.8914858096828047,Regularisation
1,0.0001422727272727273,0.1,50,999,0.9232053422370617,0.8914858096828047,Regularisation
2,0.0001422727272727273,0.1,50,999,0.8964941569282137,0.8914858096828047,Regularisation
0,0.00015236363636363638,0.1,50,999,0.8631051752921536,0.890929326655537,Regularisation
1,0.00015236363636363638,0.1,50,999,0.9181969949916527,0.890929326655537,Regularisation
2,0.00015236363636363638,0.1,50,999,0.8914858096828047,0.890929326655537,Regularisation
0,0.00016245454545454546,0.1,50,999,0.8430717863105175,0.8887033945464663,Regularisation
1,0.00016245454545454546,0.1,50,999,0.9282136894824707,0.8887033945464663,Regularisation
2,0.00016245454545454546,0.1,50,999,0.8948247078464107,0.8887033945464663,Regularisation
0,0.00017254545454545455,0.1,50,999,0.8580968280467446,0.8814691151919867,Regularisation
1,0.00017254545454545455,0.1,50,999,0.9031719532554258,0.8814691151919867,Regularisation
2,0.00017254545454545455,0.1,50,999,0.8831385642737897,0.8814691151919867,Regularisation
0,0.00018263636363636363,0.1,50,999,0.8797996661101837,0.8898163606010017,Regularisation
1,0.00018263636363636363,0.1,50,999,0.8998330550918197,0.8898163606010017,Regularisation
2,0.00018263636363636363,0.1,50,999,0.8898163606010017,0.8898163606010017,Regularisation
0,0.00019272727272727274,0.1,50,999,0.8747913188647746,0.880912632164719,Regularisation
1,0.00019272727272727274,0.1,50,999,0.9031719532554258,0.880912632164719,Regularisation
2,0.00019272727272727274,0.1,50,999,0.8647746243739566,0.880912632164719,Regularisation
0,0.00020281818181818183,0.1,50,999,0.8781302170283807,0.8914858096828047,Regularisation
1,0.00020281818181818183,0.1,50,999,0.9098497495826378,0.8914858096828047,Regularisation
2,0.00020281818181818183,0.1,50,999,0.8864774624373957,0.8914858096828047,Regularisation
0,0.00021290909090909091,0.1,50,999,0.8697829716193656,0.8948247078464107,Regularisation
1,0.00021290909090909091,0.1,50,999,0.9248747913188647,0.8948247078464107,Regularisation
2,0.00021290909090909091,0.1,50,999,0.8898163606010017,0.8948247078464107,Regularisation
0,0.00022300000000000003,0.1,50,999,0.8397328881469115,0.8653311074012242,Regularisation
1,0.00022300000000000003,0.1,50,999,0.9215358931552587,0.8653311074012242,Regularisation
2,0.00022300000000000003,0.1,50,999,0.8347245409015025,0.8653311074012242,Regularisation
0,0.0002330909090909091,0.1,50,999,0.8781302170283807,0.884251530328325,Regularisation
1,0.0002330909090909091,0.1,50,999,0.9131886477462438,0.884251530328325,Regularisation
2,0.0002330909090909091,0.1,50,999,0.8614357262103506,0.884251530328325,Regularisation
0,0.0002431818181818182,0.1,50,999,0.8313856427378965,0.8670005564830273,Regularisation
1,0.0002431818181818182,0.1,50,999,0.9232053422370617,0.8670005564830273,Regularisation
2,0.0002431818181818182,0.1,50,999,0.8464106844741235,0.8670005564830273,Regularisation
0,0.0002532727272727273,0.1,50,999,0.8397328881469115,0.8820255982192543,Regularisation
1,0.0002532727272727273,0.1,50,999,0.9098497495826378,0.8820255982192543,Regularisation
2,0.0002532727272727273,0.1,50,999,0.8964941569282137,0.8820255982192543,Regularisation
0,0.0002633636363636364,0.1,50,999,0.8096828046744574,0.8469671675013912,Regularisation
1,0.0002633636363636364,0.1,50,999,0.8664440734557596,0.8469671675013912,Regularisation
2,0.0002633636363636364,0.1,50,999,0.8647746243739566,0.8469671675013912,Regularisation
0,0.0002734545454545455,0.1,50,999,0.8464106844741235,0.8681135225375626,Regularisation
1,0.0002734545454545455,0.1,50,999,0.8914858096828047,0.8681135225375626,Regularisation
2,0.0002734545454545455,0.1,50,999,0.8664440734557596,0.8681135225375626,Regularisation
0,0.0002835454545454546,0.1,50,999,0.8747913188647746,0.8831385642737897,Regularisation
1,0.0002835454545454546,0.1,50,999,0.9115191986644408,0.8831385642737897,Regularisation
2,0.0002835454545454546,0.1,50,999,0.8631051752921536,0.8831385642737897,Regularisation
0,0.0002936363636363637,0.1,50,999,0.8313856427378965,0.8514190317195326,Regularisation
1,0.0002936363636363637,0.1,50,999,0.8898163606010017,0.8514190317195326,Regularisation
2,0.0002936363636363637,0.1,50,999,0.8330550918196995,0.8514190317195326,Regularisation
0,0.0003037272727272728,0.1,50,999,0.8564273789649416,0.8675570395102948,Regularisation
1,0.0003037272727272728,0.1,50,999,0.9098497495826378,0.8675570395102948,Regularisation
2,0.0003037272727272728,0.1,50,999,0.8363939899833055,0.8675570395102948,Regularisation
0,0.00031381818181818187,0.1,50,999,0.8247078464106845,0.8703394546466333,Regularisation
1,0.00031381818181818187,0.1,50,999,0.9115191986644408,0.8703394546466333,Regularisation
2,0.00031381818181818187,0.1,50,999,0.8747913188647746,0.8703394546466333,Regularisation
0,0.00032390909090909096,0.1,50,999,0.8363939899833055,0.8558708959376738,Regularisation
1,0.00032390909090909096,0.1,50,999,0.8914858096828047,0.8558708959376738,Regularisation
2,0.00032390909090909096,0.1,50,999,0.8397328881469115,0.8558708959376738,Regularisation
0,0.00033400000000000004,0.1,50,999,0.8747913188647746,0.8831385642737897,Regularisation
1,0.00033400000000000004,0.1,50,999,0.9148580968280468,0.8831385642737897,Regularisation
2,0.00033400000000000004,0.1,50,999,0.8597662771285476,0.8831385642737897,Regularisation
0,0.0003440909090909091,0.1,50,999,0.8764607679465777,0.8764607679465777,Regularisation
1,0.0003440909090909091,0.1,50,999,0.8998330550918197,0.8764607679465777,Regularisation
2,0.0003440909090909091,0.1,50,999,0.8530884808013356,0.8764607679465777,Regularisation
0,0.0003541818181818182,0.1,50,999,0.8464106844741235,0.8597662771285476,Regularisation
1,0.0003541818181818182,0.1,50,999,0.8914858096828047,0.8597662771285476,Regularisation
2,0.0003541818181818182,0.1,50,999,0.8414023372287145,0.8597662771285476,Regularisation
0,0.0003642727272727273,0.1,50,999,0.8697829716193656,0.872565386755704,Regularisation
1,0.0003642727272727273,0.1,50,999,0.9031719532554258,0.872565386755704,Regularisation
2,0.0003642727272727273,0.1,50,999,0.8447412353923205,0.872565386755704,Regularisation
0,0.00037436363636363643,0.1,50,999,0.8597662771285476,0.8681135225375626,Regularisation
1,0.00037436363636363643,0.1,50,999,0.8697829716193656,0.8681135225375626,Regularisation
2,0.00037436363636363643,0.1,50,999,0.8747913188647746,0.8681135225375626,Regularisation
0,0.0003844545454545455,0.1,50,999,0.8631051752921536,0.8753478018920423,Regularisation
1,0.0003844545454545455,0.1,50,999,0.8931552587646077,0.8753478018920423,Regularisation
2,0.0003844545454545455,0.1,50,999,0.8697829716193656,0.8753478018920423,Regularisation
0,0.0003945454545454546,0.1,50,999,0.8163606010016694,0.8514190317195324,Regularisation
1,0.0003945454545454546,0.1,50,999,0.8931552587646077,0.8514190317195324,Regularisation
2,0.0003945454545454546,0.1,50,999,0.8447412353923205,0.8514190317195324,Regularisation
0,0.0004046363636363637,0.1,50,999,0.8330550918196995,0.8592097941012801,Regularisation
1,0.0004046363636363637,0.1,50,999,0.9031719532554258,0.8592097941012801,Regularisation
2,0.0004046363636363637,0.1,50,999,0.8414023372287145,0.8592097941012801,Regularisation
0,0.0004147272727272728,0.1,50,999,0.8280467445742905,0.8592097941012798,Regularisation
1,0.0004147272727272728,0.1,50,999,0.8731218697829716,0.8592097941012798,Regularisation
2,0.0004147272727272728,0.1,50,999,0.8764607679465777,0.8592097941012798,Regularisation
0,0.00042481818181818186,0.1,50,999,0.8631051752921536,0.8447412353923206,Regularisation
1,0.00042481818181818186,0.1,50,999,0.8631051752921536,0.8447412353923206,Regularisation
2,0.00042481818181818186,0.1,50,999,0.8080133555926544,0.8447412353923206,Regularisation
0,0.00043490909090909094,0.1,50,999,0.7879799666110183,0.8464106844741236,Regularisation
1,0.00043490909090909094,0.1,50,999,0.8731218697829716,0.8464106844741236,Regularisation
2,0.00043490909090909094,0.1,50,999,0.8781302170283807,0.8464106844741236,Regularisation
0,0.0004450000000000001,0.1,50,999,0.8363939899833055,0.8414023372287146,Regularisation
1,0.0004450000000000001,0.1,50,999,0.8781302170283807,0.8414023372287146,Regularisation
2,0.0004450000000000001,0.1,50,999,0.8096828046744574,0.8414023372287146,Regularisation
0,0.00045509090909090917,0.1,50,999,0.8163606010016694,0.8697829716193656,Regularisation
1,0.00045509090909090917,0.1,50,999,0.9232053422370617,0.8697829716193656,Regularisation
2,0.00045509090909090917,0.1,50,999,0.8697829716193656,0.8697829716193656,Regularisation
0,0.00046518181818181825,0.1,50,999,0.8898163606010017,0.8803561491374513,Regularisation
1,0.00046518181818181825,0.1,50,999,0.8781302170283807,0.8803561491374513,Regularisation
2,0.00046518181818181825,0.1,50,999,0.8731218697829716,0.8803561491374513,Regularisation
0,0.00047527272727272734,0.1,50,999,0.8163606010016694,0.8553144129104062,Regularisation
1,0.00047527272727272734,0.1,50,999,0.8831385642737897,0.8553144129104062,Regularisation
2,0.00047527272727272734,0.1,50,999,0.8664440734557596,0.8553144129104062,Regularisation
0,0.0004853636363636364,0.1,50,999,0.8731218697829716,0.8508625486922649,Regularisation
1,0.0004853636363636364,0.1,50,999,0.8914858096828047,0.8508625486922649,Regularisation
2,0.0004853636363636364,0.1,50,999,0.7879799666110183,0.8508625486922649,Regularisation
0,0.0004954545454545456,0.1,50,999,0.8414023372287145,0.8530884808013356,Regularisation
1,0.0004954545454545456,0.1,50,999,0.8731218697829716,0.8530884808013356,Regularisation
2,0.0004954545454545456,0.1,50,999,0.8447412353923205,0.8530884808013356,Regularisation
0,0.0005055454545454546,0.1,50,999,0.8681135225375626,0.8675570395102948,Regularisation
1,0.0005055454545454546,0.1,50,999,0.8964941569282137,0.8675570395102948,Regularisation
2,0.0005055454545454546,0.1,50,999,0.8380634390651085,0.8675570395102948,Regularisation
0,0.0005156363636363637,0.1,50,999,0.8480801335559266,0.8447412353923206,Regularisation
1,0.0005156363636363637,0.1,50,999,0.8497495826377296,0.8447412353923206,Regularisation
2,0.0005156363636363637,0.1,50,999,0.8363939899833055,0.8447412353923206,Regularisation
0,0.0005257272727272728,0.1,50,999,0.8013355592654424,0.8286032276015582,Regularisation
1,0.0005257272727272728,0.1,50,999,0.8597662771285476,0.8286032276015582,Regularisation
2,0.0005257272727272728,0.1,50,999,0.8247078464106845,0.8286032276015582,Regularisation
0,0.0005358181818181819,0.1,50,999,0.8614357262103506,0.880912632164719,Regularisation
1,0.0005358181818181819,0.1,50,999,0.9081803005008348,0.880912632164719,Regularisation
2,0.0005358181818181819,0.1,50,999,0.8731218697829716,0.880912632164719,Regularisation
0,0.0005459090909090909,0.1,50,999,0.7946577629382304,0.8503060656649972,Regularisation
1,0.0005459090909090909,0.1,50,999,0.8998330550918197,0.8503060656649972,Regularisation
2,0.0005459090909090909,0.1,50,999,0.8564273789649416,0.8503060656649972,Regularisation
0,0.0005560000000000001,0.1,50,999,0.8180300500834724,0.8642181413466888,Regularisation
1,0.0005560000000000001,0.1,50,999,0.9031719532554258,0.8642181413466888,Regularisation
2,0.0005560000000000001,0.1,50,999,0.8714524207011686,0.8642181413466888,Regularisation
0,0.0005660909090909092,0.1,50,999,0.8497495826377296,0.8430717863105176,Regularisation
1,0.0005660909090909092,0.1,50,999,0.8547579298831386,0.8430717863105176,Regularisation
2,0.0005660909090909092,0.1,50,999,0.8247078464106845,0.8430717863105176,Regularisation
0,0.0005761818181818182,0.1,50,999,0.7462437395659433,0.8475236505286589,Regularisation
1,0.0005761818181818182,0.1,50,999,0.9232053422370617,0.8475236505286589,Regularisation
2,0.0005761818181818182,0.1,50,999,0.8731218697829716,0.8475236505286589,Regularisation
0,0.0005862727272727274,0.1,50,999,0.8597662771285476,0.87590428491931,Regularisation
1,0.0005862727272727274,0.1,50,999,0.8814691151919867,0.87590428491931,Regularisation
2,0.0005862727272727274,0.1,50,999,0.8864774624373957,0.87590428491931,Regularisation
0,0.0005963636363636364,0.1,50,999,0.7529215358931552,0.8258208124652198,Regularisation
1,0.0005963636363636364,0.1,50,999,0.8697829716193656,0.8258208124652198,Regularisation
2,0.0005963636363636364,0.1,50,999,0.8547579298831386,0.8258208124652198,Regularisation
0,0.0006064545454545455,0.1,50,999,0.8931552587646077,0.89259877573734,Regularisation
1,0.0006064545454545455,0.1,50,999,0.9098497495826378,0.89259877573734,Regularisation
2,0.0006064545454545455,0.1,50,999,0.8747913188647746,0.89259877573734,Regularisation
0,0.0006165454545454546,0.1,50,999,0.8881469115191987,0.879243183082916,Regularisation
1,0.0006165454545454546,0.1,50,999,0.8664440734557596,0.879243183082916,Regularisation
2,0.0006165454545454546,0.1,50,999,0.8831385642737897,0.879243183082916,Regularisation
0,0.0006266363636363637,0.1,50,999,0.8113522537562604,0.8614357262103506,Regularisation
1,0.0006266363636363637,0.1,50,999,0.9048414023372288,0.8614357262103506,Regularisation
2,0.0006266363636363637,0.1,50,999,0.8681135225375626,0.8614357262103506,Regularisation
0,0.0006367272727272727,0.1,50,999,0.8848080133555927,0.8803561491374513,Regularisation
1,0.0006367272727272727,0.1,50,999,0.8931552587646077,0.8803561491374513,Regularisation
2,0.0006367272727272727,0.1,50,999,0.8631051752921536,0.8803561491374513,Regularisation
0,0.0006468181818181819,0.1,50,999,0.8580968280467446,0.8547579298831386,Regularisation
1,0.0006468181818181819,0.1,50,999,0.8714524207011686,0.8547579298831386,Regularisation
2,0.0006468181818181819,0.1,50,999,0.8347245409015025,0.8547579298831386,Regularisation
0,0.000656909090909091,0.1,50,999,0.8447412353923205,0.8736783528102393,Regularisation
1,0.000656909090909091,0.1,50,999,0.8914858096828047,0.8736783528102393,Regularisation
2,0.000656909090909091,0.1,50,999,0.8848080133555927,0.8736783528102393,Regularisation
0,0.0006670000000000001,0.1,50,999,0.8747913188647746,0.8703394546466333,Regularisation
1,0.0006670000000000001,0.1,50,999,0.8898163606010017,0.8703394546466333,Regularisation
2,0.0006670000000000001,0.1,50,999,0.8464106844741235,0.8703394546466333,Regularisation
0,0.0006770909090909092,0.1,50,999,0.8196994991652755,0.8770172509738453,Regularisation
1,0.0006770909090909092,0.1,50,999,0.9081803005008348,0.8770172509738453,Regularisation
2,0.0006770909090909092,0.1,50,999,0.9031719532554258,0.8770172509738453,Regularisation
0,0.0006871818181818182,0.1,50,999,0.7963272120200334,0.8597662771285476,Regularisation
1,0.0006871818181818182,0.1,50,999,0.8898163606010017,0.8597662771285476,Regularisation
2,0.0006871818181818182,0.1,50,999,0.8931552587646077,0.8597662771285476,Regularisation
0,0.0006972727272727274,0.1,50,999,0.8814691151919867,0.882582081246522,Regularisation
1,0.0006972727272727274,0.1,50,999,0.8914858096828047,0.882582081246522,Regularisation
2,0.0006972727272727274,0.1,50,999,0.8747913188647746,0.882582081246522,Regularisation
0,0.0007073636363636364,0.1,50,999,0.8614357262103506,0.8614357262103507,Regularisation
1,0.0007073636363636364,0.1,50,999,0.8981636060100167,0.8614357262103507,Regularisation
2,0.0007073636363636364,0.1,50,999,0.8247078464106845,0.8614357262103507,Regularisation
0,0.0007174545454545455,0.1,50,999,0.7929883138564274,0.8408458542014469,Regularisation
1,0.0007174545454545455,0.1,50,999,0.8631051752921536,0.8408458542014469,Regularisation
2,0.0007174545454545455,0.1,50,999,0.8664440734557596,0.8408458542014469,Regularisation
0,0.0007275454545454546,0.1,50,999,0.7729549248747913,0.8425153032832498,Regularisation
1,0.0007275454545454546,0.1,50,999,0.9081803005008348,0.8425153032832498,Regularisation
2,0.0007275454545454546,0.1,50,999,0.8464106844741235,0.8425153032832498,Regularisation
0,0.0007376363636363637,0.1,50,999,0.8347245409015025,0.8848080133555927,Regularisation
1,0.0007376363636363637,0.1,50,999,0.9332220367278798,0.8848080133555927,Regularisation
2,0.0007376363636363637,0.1,50,999,0.8864774624373957,0.8848080133555927,Regularisation
0,0.0007477272727272728,0.1,50,999,0.7746243739565943,0.8386199220923762,Regularisation
1,0.0007477272727272728,0.1,50,999,0.8781302170283807,0.8386199220923762,Regularisation
2,0.0007477272727272728,0.1,50,999,0.8631051752921536,0.8386199220923762,Regularisation
0,0.0007578181818181819,0.1,50,999,0.8347245409015025,0.877573734001113,Regularisation
1,0.0007578181818181819,0.1,50,999,0.9298831385642737,0.877573734001113,Regularisation
2,0.0007578181818181819,0.1,50,999,0.8681135225375626,0.877573734001113,Regularisation
0,0.000767909090909091,0.1,50,999,0.8564273789649416,0.872565386755704,Regularisation
1,0.000767909090909091,0.1,50,999,0.9015025041736227,0.872565386755704,Regularisation
2,0.000767909090909091,0.1,50,999,0.8597662771285476,0.872565386755704,Regularisation
0,0.000778,0.1,50,999,0.8414023372287145,0.8608792431830828,Regularisation
1,0.000778,0.1,50,999,0.8914858096828047,0.8608792431830828,Regularisation
2,0.000778,0.1,50,999,0.8497495826377296,0.8608792431830828,Regularisation
0,0.0007880909090909092,0.1,50,999,0.8514190317195326,0.8653311074012242,Regularisation
1,0.0007880909090909092,0.1,50,999,0.8731218697829716,0.8653311074012242,Regularisation
2,0.0007880909090909092,0.1,50,999,0.8714524207011686,0.8653311074012242,Regularisation
0,0.0007981818181818182,0.1,50,999,0.7629382303839732,0.8180300500834724,Regularisation
1,0.0007981818181818182,0.1,50,999,0.8196994991652755,0.8180300500834724,Regularisation
2,0.0007981818181818182,0.1,50,999,0.8714524207011686,0.8180300500834724,Regularisation
0,0.0008082727272727274,0.1,50,999,0.8747913188647746,0.8681135225375626,Regularisation
1,0.0008082727272727274,0.1,50,999,0.8681135225375626,0.8681135225375626,Regularisation
2,0.0008082727272727274,0.1,50,999,0.8614357262103506,0.8681135225375626,Regularisation
0,0.0008183636363636365,0.1,50,999,0.7746243739565943,0.8347245409015024,Regularisation
1,0.0008183636363636365,0.1,50,999,0.9048414023372288,0.8347245409015024,Regularisation
2,0.0008183636363636365,0.1,50,999,0.8247078464106845,0.8347245409015024,Regularisation
0,0.0008284545454545455,0.1,50,999,0.7779632721202003,0.8158041179744018,Regularisation
1,0.0008284545454545455,0.1,50,999,0.8347245409015025,0.8158041179744018,Regularisation
2,0.0008284545454545455,0.1,50,999,0.8347245409015025,0.8158041179744018,Regularisation
0,0.0008385454545454547,0.1,50,999,0.8363939899833055,0.8653311074012242,Regularisation
1,0.0008385454545454547,0.1,50,999,0.9248747913188647,0.8653311074012242,Regularisation
2,0.0008385454545454547,0.1,50,999,0.8347245409015025,0.8653311074012242,Regularisation
0,0.0008486363636363637,0.1,50,999,0.8030050083472454,0.8614357262103506,Regularisation
1,0.0008486363636363637,0.1,50,999,0.8931552587646077,0.8614357262103506,Regularisation
2,0.0008486363636363637,0.1,50,999,0.8881469115191987,0.8614357262103506,Regularisation
0,0.0008587272727272728,0.1,50,999,0.8848080133555927,0.882582081246522,Regularisation
1,0.0008587272727272728,0.1,50,999,0.9081803005008348,0.882582081246522,Regularisation
2,0.0008587272727272728,0.1,50,999,0.8547579298831386,0.882582081246522,Regularisation
0,0.0008688181818181819,0.1,50,999,0.8380634390651085,0.8658875904284918,Regularisation
1,0.0008688181818181819,0.1,50,999,0.8881469115191987,0.8658875904284918,Regularisation
2,0.0008688181818181819,0.1,50,999,0.8714524207011686,0.8658875904284918,Regularisation
0,0.000878909090909091,0.1,50,999,0.8430717863105175,0.8452977184195882,Regularisation
1,0.000878909090909091,0.1,50,999,0.8497495826377296,0.8452977184195882,Regularisation
2,0.000878909090909091,0.1,50,999,0.8430717863105175,0.8452977184195882,Regularisation
0,0.0008890000000000001,0.1,50,999,0.7879799666110183,0.8174735670562048,Regularisation
